human_gene,Human Gene Systematic Name,worm_gene,worm_ID,sources,all_databases,Is Best Score,Is Best Reverse Score,n_databases,full_pathway,Pathway_Level,geneName,AC1,AC2,AC3,WB1,WB2,WB3,baseMean,log2 fold change,lfcSE,stat,pvalue,padj,Updated Gene Name,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Transcript count
ECHS1,HGNC:3151,ech-7,WBGene00001156,Alliance+OrthoList,Ensembl Compara|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB,No,Yes,7,Metabolism > Lipid metabolism > Fatty acid oxidation,Metabolism > Lipid metabolism > Fatty acid oxidation,ech-7,175,3,0,120,168,52,63.58985432,-0.420527321,1.280542458,-0.328397796,0.742610909,0.860032498,ech-7,I,14367616,14369773,1
ECHS1,HGNC:3151,ech-7,WBGene00001156,Alliance+OrthoList,Ensembl Compara|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB,No,Yes,7,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism,Metabolism,ech-7,175,3,0,120,168,52,63.58985432,-0.420527321,1.280542458,-0.328397796,0.742610909,0.860032498,ech-7,I,14367616,14369773,1
ECHS1,HGNC:3151,ech-7,WBGene00001156,Alliance+OrthoList,Ensembl Compara|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB,No,Yes,7,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism,Metabolism > Amino acid metabolism,ech-7,175,3,0,120,168,52,63.58985432,-0.420527321,1.280542458,-0.328397796,0.742610909,0.860032498,ech-7,I,14367616,14369773,1
ECHS1,HGNC:3151,ech-7,WBGene00001156,Alliance+OrthoList,Ensembl Compara|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB,No,Yes,7,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism,ech-7,175,3,0,120,168,52,63.58985432,-0.420527321,1.280542458,-0.328397796,0.742610909,0.860032498,ech-7,I,14367616,14369773,1
ECHS1,HGNC:3151,ech-7,WBGene00001156,Alliance+OrthoList,Ensembl Compara|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB,No,Yes,7,Metabolism > Amino acid metabolism > Lysine metabolism,Metabolism,ech-7,175,3,0,120,168,52,63.58985432,-0.420527321,1.280542458,-0.328397796,0.742610909,0.860032498,ech-7,I,14367616,14369773,1
ECHS1,HGNC:3151,ech-7,WBGene00001156,Alliance+OrthoList,Ensembl Compara|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB,No,Yes,7,Metabolism > Amino acid metabolism > Lysine metabolism,Metabolism > Amino acid metabolism,ech-7,175,3,0,120,168,52,63.58985432,-0.420527321,1.280542458,-0.328397796,0.742610909,0.860032498,ech-7,I,14367616,14369773,1
ECHS1,HGNC:3151,ech-7,WBGene00001156,Alliance+OrthoList,Ensembl Compara|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB,No,Yes,7,Metabolism > Amino acid metabolism > Lysine metabolism,Metabolism > Amino acid metabolism > Lysine metabolism,ech-7,175,3,0,120,168,52,63.58985432,-0.420527321,1.280542458,-0.328397796,0.742610909,0.860032498,ech-7,I,14367616,14369773,1
ECI2,HGNC:14601,ech-4,WBGene00001153,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Lipid metabolism > Fatty acid oxidation,Metabolism,ech-4,645,1003,508,1101,2982,1316,977.5993081,-0.601814461,0.548250949,-1.097698896,0.272335992,0.509926486,ech-4,II,10821031,10822391,1
ECI2,HGNC:14601,ech-4,WBGene00001153,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Lipid metabolism > Fatty acid oxidation,Metabolism > Lipid metabolism,ech-4,645,1003,508,1101,2982,1316,977.5993081,-0.601814461,0.548250949,-1.097698896,0.272335992,0.509926486,ech-4,II,10821031,10822391,1
ECI2,HGNC:14601,ech-4,WBGene00001153,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Lipid metabolism > Fatty acid oxidation,Metabolism > Lipid metabolism > Fatty acid oxidation,ech-4,645,1003,508,1101,2982,1316,977.5993081,-0.601814461,0.548250949,-1.097698896,0.272335992,0.509926486,ech-4,II,10821031,10822391,1
ECI2,HGNC:14601,B0272.4,WBGene00007130,Alliance+OrthoList,Ensembl Compara|OrthoFinder|PANTHER|PhylomeDB,No,Yes,4,Metabolism > Lipid metabolism > Fatty acid oxidation,Metabolism,B0272.4,22,2,6,52,302,137,55.80262663,-2.150587083,0.920590825,-2.336094413,0.019486321,0.10561397,B0272.4,X,9428431,9430424,1
ECI2,HGNC:14601,B0272.4,WBGene00007130,Alliance+OrthoList,Ensembl Compara|OrthoFinder|PANTHER|PhylomeDB,No,Yes,4,Metabolism > Lipid metabolism > Fatty acid oxidation,Metabolism > Lipid metabolism,B0272.4,22,2,6,52,302,137,55.80262663,-2.150587083,0.920590825,-2.336094413,0.019486321,0.10561397,B0272.4,X,9428431,9430424,1
ECI2,HGNC:14601,B0272.4,WBGene00007130,Alliance+OrthoList,Ensembl Compara|OrthoFinder|PANTHER|PhylomeDB,No,Yes,4,Metabolism > Lipid metabolism > Fatty acid oxidation,Metabolism > Lipid metabolism > Fatty acid oxidation,B0272.4,22,2,6,52,302,137,55.80262663,-2.150587083,0.920590825,-2.336094413,0.019486321,0.10561397,B0272.4,X,9428431,9430424,1
ECSIT,HGNC:29548,Y17G9B.5,WBGene00021202,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > Complex I > CI assembly factors,OXPHOS,Y17G9B.5,262,22,30,181,226,192,147.4853607,-1.064047282,0.899230601,-1.183286334,0.236695687,0.476646573,Y17G9B.5,IV,4750240,4751491,1
ECSIT,HGNC:29548,Y17G9B.5,WBGene00021202,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > Complex I > CI assembly factors,OXPHOS > Complex I,Y17G9B.5,262,22,30,181,226,192,147.4853607,-1.064047282,0.899230601,-1.183286334,0.236695687,0.476646573,Y17G9B.5,IV,4750240,4751491,1
ECSIT,HGNC:29548,Y17G9B.5,WBGene00021202,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > Complex I > CI assembly factors,OXPHOS > Complex I > CI assembly factors,Y17G9B.5,262,22,30,181,226,192,147.4853607,-1.064047282,0.899230601,-1.183286334,0.236695687,0.476646573,Y17G9B.5,IV,4750240,4751491,1
ECSIT,HGNC:29548,Y17G9B.5,WBGene00021202,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > OXPHOS assembly factors,OXPHOS,Y17G9B.5,262,22,30,181,226,192,147.4853607,-1.064047282,0.899230601,-1.183286334,0.236695687,0.476646573,Y17G9B.5,IV,4750240,4751491,1
ECSIT,HGNC:29548,Y17G9B.5,WBGene00021202,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > OXPHOS assembly factors,OXPHOS > OXPHOS assembly factors,Y17G9B.5,262,22,30,181,226,192,147.4853607,-1.064047282,0.899230601,-1.183286334,0.236695687,0.476646573,Y17G9B.5,IV,4750240,4751491,1
EFHD1,HGNC:29556,efhd-1,WBGene00012980,Alliance+OrthoList,Ensembl Compara|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,7,Signaling > Calcium homeostasis > EF hand proteins,Signaling,efhd-1,846,716,2282,1731,2343,1038,1185.474544,0.504597679,0.605675166,0.833116012,0.404779304,0.621982585,efhd-1,II,14178814,14189917,4
EFHD1,HGNC:29556,efhd-1,WBGene00012980,Alliance+OrthoList,Ensembl Compara|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,7,Signaling > Calcium homeostasis > EF hand proteins,Signaling > Calcium homeostasis,efhd-1,846,716,2282,1731,2343,1038,1185.474544,0.504597679,0.605675166,0.833116012,0.404779304,0.621982585,efhd-1,II,14178814,14189917,4
EFHD1,HGNC:29556,efhd-1,WBGene00012980,Alliance+OrthoList,Ensembl Compara|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,7,Signaling > Calcium homeostasis > EF hand proteins,Signaling > Calcium homeostasis > EF hand proteins,efhd-1,846,716,2282,1731,2343,1038,1185.474544,0.504597679,0.605675166,0.833116012,0.404779304,0.621982585,efhd-1,II,14178814,14189917,4
EHHADH,NA,ech-1.1,WBGene00001150,OrthoList,OrthoMCL,NA,NA,1,Metabolism > Lipid metabolism,Metabolism,ech-1,1,1,1,26,95,43,15.8247995,-4.996228691,1.249883888,-3.997354266,6.41E-05,0.00162538,ech-1.1,V,15357664,15361512,2
EHHADH,NA,ech-1.1,WBGene00001150,OrthoList,OrthoMCL,NA,NA,1,Metabolism > Lipid metabolism,Metabolism > Lipid metabolism,ech-1,1,1,1,26,95,43,15.8247995,-4.996228691,1.249883888,-3.997354266,6.41E-05,0.00162538,ech-1.1,V,15357664,15361512,2
EHHADH,HGNC:3247,ech-8,WBGene00001157,Alliance+OrthoList,Ensembl Compara|OrthoFinder|PANTHER|PhylomeDB,Yes,Yes,4,Metabolism > Lipid metabolism,Metabolism,ech-8,28,103,20,39,113,39,43.40530888,0.559900142,0.884514698,0.633002643,0.526731917,0.718449947,ech-8,IV,10236626,10239176,1
EHHADH,HGNC:3247,ech-8,WBGene00001157,Alliance+OrthoList,Ensembl Compara|OrthoFinder|PANTHER|PhylomeDB,Yes,Yes,4,Metabolism > Lipid metabolism,Metabolism > Lipid metabolism,ech-8,28,103,20,39,113,39,43.40530888,0.559900142,0.884514698,0.633002643,0.526731917,0.718449947,ech-8,IV,10236626,10239176,1
EHHADH,HGNC:3247,ech-9,WBGene00001158,Alliance+OrthoList,Ensembl Compara|OrthoFinder|PANTHER|PhylomeDB,Yes,Yes,4,Metabolism > Lipid metabolism,Metabolism,ech-9,0,0,2,14,57,3,8.347163241,-1.503658344,1.650524109,-0.91101871,0.362285516,0.586785287,ech-9,IV,10233310,10235329,2
EHHADH,HGNC:3247,ech-9,WBGene00001158,Alliance+OrthoList,Ensembl Compara|OrthoFinder|PANTHER|PhylomeDB,Yes,Yes,4,Metabolism > Lipid metabolism,Metabolism > Lipid metabolism,ech-9,0,0,2,14,57,3,8.347163241,-1.503658344,1.650524109,-0.91101871,0.362285516,0.586785287,ech-9,IV,10233310,10235329,2
EHHADH,NA,ech-1.2,WBGene00020347,OrthoList,OrthoMCL,NA,NA,1,Metabolism > Lipid metabolism,Metabolism,T08B2.7,2393,790,2821,4220,9126,4410,3055.342524,-0.882124048,0.56512192,-1.560944667,0.118536807,0.325175295,ech-1.2,I,6206955,6211155,4
EHHADH,NA,ech-1.2,WBGene00020347,OrthoList,OrthoMCL,NA,NA,1,Metabolism > Lipid metabolism,Metabolism > Lipid metabolism,T08B2.7,2393,790,2821,4220,9126,4410,3055.342524,-0.882124048,0.56512192,-1.560944667,0.118536807,0.325175295,ech-1.2,I,6206955,6211155,4
ELAC2,HGNC:14198,elac-2,WBGene00001983,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing,Mitochondrial central dogma,hoe-1,56,8,13,420,586,340,177.5748181,-2.38218505,0.796084282,-2.992377949,0.002768133,0.027358444,hoe-1,IV,4739490,4744267,3
ELAC2,HGNC:14198,elac-2,WBGene00001983,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing,Mitochondrial central dogma > mtRNA metabolism,hoe-1,56,8,13,420,586,340,177.5748181,-2.38218505,0.796084282,-2.992377949,0.002768133,0.027358444,hoe-1,IV,4739490,4744267,3
ELAC2,HGNC:14198,elac-2,WBGene00001983,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing,hoe-1,56,8,13,420,586,340,177.5748181,-2.38218505,0.796084282,-2.992377949,0.002768133,0.027358444,hoe-1,IV,4739490,4744267,3
ENDOG,HGNC:3346,cps-6,WBGene00000787,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > mtDNA maintenance > mtDNA stability and decay,Mitochondrial central dogma,cps-6,108,102,1,130,147,176,118.7680758,-0.896901675,0.998691277,-0.898077009,0.369144495,0.592062961,cps-6,I,4446586,4448461,1
ENDOG,HGNC:3346,cps-6,WBGene00000787,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > mtDNA maintenance > mtDNA stability and decay,Mitochondrial central dogma > mtDNA maintenance,cps-6,108,102,1,130,147,176,118.7680758,-0.896901675,0.998691277,-0.898077009,0.369144495,0.592062961,cps-6,I,4446586,4448461,1
ENDOG,HGNC:3346,cps-6,WBGene00000787,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > mtDNA maintenance > mtDNA stability and decay,Mitochondrial central dogma > mtDNA maintenance > mtDNA stability and decay,cps-6,108,102,1,130,147,176,118.7680758,-0.896901675,0.998691277,-0.898077009,0.369144495,0.592062961,cps-6,I,4446586,4448461,1
ENDOG,HGNC:3346,cps-6,WBGene00000787,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,Mitochondrial central dogma,cps-6,108,102,1,130,147,176,118.7680758,-0.896901675,0.998691277,-0.898077009,0.369144495,0.592062961,cps-6,I,4446586,4448461,1
ENDOG,HGNC:3346,cps-6,WBGene00000787,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,Mitochondrial central dogma > mtRNA metabolism,cps-6,108,102,1,130,147,176,118.7680758,-0.896901675,0.998691277,-0.898077009,0.369144495,0.592062961,cps-6,I,4446586,4448461,1
ENDOG,HGNC:3346,cps-6,WBGene00000787,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,cps-6,108,102,1,130,147,176,118.7680758,-0.896901675,0.998691277,-0.898077009,0.369144495,0.592062961,cps-6,I,4446586,4448461,1
ENDOG,HGNC:3346,cps-6,WBGene00000787,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial dynamics and surveillance > Apoptosis,Mitochondrial dynamics and surveillance,cps-6,108,102,1,130,147,176,118.7680758,-0.896901675,0.998691277,-0.898077009,0.369144495,0.592062961,cps-6,I,4446586,4448461,1
ENDOG,HGNC:3346,cps-6,WBGene00000787,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial dynamics and surveillance > Apoptosis,Mitochondrial dynamics and surveillance > Apoptosis,cps-6,108,102,1,130,147,176,118.7680758,-0.896901675,0.998691277,-0.898077009,0.369144495,0.592062961,cps-6,I,4446586,4448461,1
EPHX2,NA,ceeh-2,WBGene00010628,OrthoList,Ensembl Compara,NA,NA,1,Metabolism > Detoxification > Xenobiotic metabolism,Metabolism,ceeh-2,1,0,0,14,8,5,3.164062839,-1.855184452,1.914796296,-0.968867788,0.332611159,0.561815974,ceeh-2,V,10356285,10357903,1
EPHX2,NA,ceeh-2,WBGene00010628,OrthoList,Ensembl Compara,NA,NA,1,Metabolism > Detoxification > Xenobiotic metabolism,Metabolism > Detoxification,ceeh-2,1,0,0,14,8,5,3.164062839,-1.855184452,1.914796296,-0.968867788,0.332611159,0.561815974,ceeh-2,V,10356285,10357903,1
EPHX2,NA,ceeh-2,WBGene00010628,OrthoList,Ensembl Compara,NA,NA,1,Metabolism > Detoxification > Xenobiotic metabolism,Metabolism > Detoxification > Xenobiotic metabolism,ceeh-2,1,0,0,14,8,5,3.164062839,-1.855184452,1.914796296,-0.968867788,0.332611159,0.561815974,ceeh-2,V,10356285,10357903,1
EPHX2,NA,ceeh-2,WBGene00010628,OrthoList,Ensembl Compara,NA,NA,1,Metabolism > Lipid metabolism,Metabolism,ceeh-2,1,0,0,14,8,5,3.164062839,-1.855184452,1.914796296,-0.968867788,0.332611159,0.561815974,ceeh-2,V,10356285,10357903,1
EPHX2,NA,ceeh-2,WBGene00010628,OrthoList,Ensembl Compara,NA,NA,1,Metabolism > Lipid metabolism,Metabolism > Lipid metabolism,ceeh-2,1,0,0,14,8,5,3.164062839,-1.855184452,1.914796296,-0.968867788,0.332611159,0.561815974,ceeh-2,V,10356285,10357903,1
EPHX2,NA,ceeh-1,WBGene00019329,OrthoList,Ensembl Compara,NA,NA,1,Metabolism > Detoxification > Xenobiotic metabolism,Metabolism,ceeh-1,359,110,66,199,584,249,253.2351642,-0.458215035,0.678313137,-0.675521392,0.499344565,0.697156739,ceeh-1,III,828590,832277,2
EPHX2,NA,ceeh-1,WBGene00019329,OrthoList,Ensembl Compara,NA,NA,1,Metabolism > Detoxification > Xenobiotic metabolism,Metabolism > Detoxification,ceeh-1,359,110,66,199,584,249,253.2351642,-0.458215035,0.678313137,-0.675521392,0.499344565,0.697156739,ceeh-1,III,828590,832277,2
EPHX2,NA,ceeh-1,WBGene00019329,OrthoList,Ensembl Compara,NA,NA,1,Metabolism > Detoxification > Xenobiotic metabolism,Metabolism > Detoxification > Xenobiotic metabolism,ceeh-1,359,110,66,199,584,249,253.2351642,-0.458215035,0.678313137,-0.675521392,0.499344565,0.697156739,ceeh-1,III,828590,832277,2
EPHX2,NA,ceeh-1,WBGene00019329,OrthoList,Ensembl Compara,NA,NA,1,Metabolism > Lipid metabolism,Metabolism,ceeh-1,359,110,66,199,584,249,253.2351642,-0.458215035,0.678313137,-0.675521392,0.499344565,0.697156739,ceeh-1,III,828590,832277,2
EPHX2,NA,ceeh-1,WBGene00019329,OrthoList,Ensembl Compara,NA,NA,1,Metabolism > Lipid metabolism,Metabolism > Lipid metabolism,ceeh-1,359,110,66,199,584,249,253.2351642,-0.458215035,0.678313137,-0.675521392,0.499344565,0.697156739,ceeh-1,III,828590,832277,2
ERAL1,HGNC:3424,eral-1,WBGene00008456,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules,Mitochondrial central dogma,E02H1.2,36,0,195,176,249,150,107.7418797,-0.533883284,1.131520242,-0.47182831,0.637049342,0.793933964,eral-1,II,9588184,9589767,1
ERAL1,HGNC:3424,eral-1,WBGene00008456,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules,Mitochondrial central dogma > mtRNA metabolism,E02H1.2,36,0,195,176,249,150,107.7418797,-0.533883284,1.131520242,-0.47182831,0.637049342,0.793933964,eral-1,II,9588184,9589767,1
ERAL1,HGNC:3424,eral-1,WBGene00008456,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules,E02H1.2,36,0,195,176,249,150,107.7418797,-0.533883284,1.131520242,-0.47182831,0.637049342,0.793933964,eral-1,II,9588184,9589767,1
ERAL1,HGNC:3424,eral-1,WBGene00008456,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Mitochondrial central dogma,E02H1.2,36,0,195,176,249,150,107.7418797,-0.533883284,1.131520242,-0.47182831,0.637049342,0.793933964,eral-1,II,9588184,9589767,1
ERAL1,HGNC:3424,eral-1,WBGene00008456,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Mitochondrial central dogma > Translation,E02H1.2,36,0,195,176,249,150,107.7418797,-0.533883284,1.131520242,-0.47182831,0.637049342,0.793933964,eral-1,II,9588184,9589767,1
ERAL1,HGNC:3424,eral-1,WBGene00008456,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,E02H1.2,36,0,195,176,249,150,107.7418797,-0.533883284,1.131520242,-0.47182831,0.637049342,0.793933964,eral-1,II,9588184,9589767,1
ETFA,HGNC:3481,etfa-1,WBGene00009187,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Lipid metabolism > Fatty acid oxidation,Metabolism,F27D4.1,509,507,1097,1381,2728,995,1075.178519,-0.435519967,0.526889717,-0.826586575,0.408471429,0.624447636,F27D4.1,I,7702429,7704580,1
ETFA,HGNC:3481,etfa-1,WBGene00009187,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Lipid metabolism > Fatty acid oxidation,Metabolism > Lipid metabolism,F27D4.1,509,507,1097,1381,2728,995,1075.178519,-0.435519967,0.526889717,-0.826586575,0.408471429,0.624447636,F27D4.1,I,7702429,7704580,1
ETFA,HGNC:3481,etfa-1,WBGene00009187,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Lipid metabolism > Fatty acid oxidation,Metabolism > Lipid metabolism > Fatty acid oxidation,F27D4.1,509,507,1097,1381,2728,995,1075.178519,-0.435519967,0.526889717,-0.826586575,0.408471429,0.624447636,F27D4.1,I,7702429,7704580,1
ETFA,HGNC:3481,etfa-1,WBGene00009187,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism,Metabolism,F27D4.1,509,507,1097,1381,2728,995,1075.178519,-0.435519967,0.526889717,-0.826586575,0.408471429,0.624447636,F27D4.1,I,7702429,7704580,1
ETFA,HGNC:3481,etfa-1,WBGene00009187,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism,Metabolism > Amino acid metabolism,F27D4.1,509,507,1097,1381,2728,995,1075.178519,-0.435519967,0.526889717,-0.826586575,0.408471429,0.624447636,F27D4.1,I,7702429,7704580,1
ETFA,HGNC:3481,etfa-1,WBGene00009187,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism,F27D4.1,509,507,1097,1381,2728,995,1075.178519,-0.435519967,0.526889717,-0.826586575,0.408471429,0.624447636,F27D4.1,I,7702429,7704580,1
ETFA,HGNC:3481,etfa-1,WBGene00009187,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Amino acid metabolism > Lysine metabolism,Metabolism,F27D4.1,509,507,1097,1381,2728,995,1075.178519,-0.435519967,0.526889717,-0.826586575,0.408471429,0.624447636,F27D4.1,I,7702429,7704580,1
ETFA,HGNC:3481,etfa-1,WBGene00009187,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Amino acid metabolism > Lysine metabolism,Metabolism > Amino acid metabolism,F27D4.1,509,507,1097,1381,2728,995,1075.178519,-0.435519967,0.526889717,-0.826586575,0.408471429,0.624447636,F27D4.1,I,7702429,7704580,1
